,Location,Departure_airport,Destination,Arrival_airport,Age,Income,Car travel time,Car travel cost,Air travel time,Air travel cost,Mode,Aircraft
990,Milwaukee city,ORD,New York city,EWR,15-24,43125.0,16.824749999999998,168.24749999999997,6.116219825947404,103.29442463248704,Air,Narrowbody
991,Chicago city,ORD,New York city,EWR,15-24,62097.0,14.73025,147.3025,4.827858714836293,103.29442463248704,Air,Narrowbody
992,New York city,EWR,New York city,EWR,15-24,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
993,New York city,EWR,Oklahoma City city,DFW,65+,67046.0,27.19558333333333,271.9558333333333,9.191901787625737,156.93565454596578,Air,Widebody
994,New York city,EWR,Columbus city,CLE,45-64,67046.0,10.580749999999998,105.80749999999998,6.444812360030312,103.59470192385322,Air,Hydrogen-electric regional
995,Charlotte city,CLT,New York city,EWR,25-44,65359.0,12.572333333333331,125.72333333333331,4.121661199205979,67.37688321061025,Air,Widebody
996,New York city,EWR,New York city,EWR,45-64,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
997,Philadelphia city,PHL,New York city,EWR,25-44,49127.0,1.982361111111111,19.82361111111111,3.0529714233965883,45.87566570739386,Car,Battery-electric commuter
998,Detroit city,DTW,Houston city,AUS,15-24,32498.0,26.39247222222222,263.9247222222222,11.011140723824653,132.29216100218497,Air,Widebody
999,Milwaukee city,ORD,Chicago city,ORD,65+,43125.0,2.2166944444444447,22.166944444444447,4.531638888888889,1000.0,Car,Narrowbody
1000,Houston city,AUS,New York city,EWR,25-44,53600.0,34.07541666666667,340.7541666666667,11.664814052648198,168.45886900916858,Air,Widebody
1001,San Jose city,SFO,Mesa city,PHX,25-44,117324.0,13.350555555555555,133.50555555555556,4.728478495640689,78.40750823375727,Air,Widebody
1002,New York city,EWR,New York city,EWR,65+,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1003,San Jose city,SFO,El Paso city,PHX,15-24,117324.0,20.461472222222223,204.61472222222224,11.927534051196245,78.40750823375727,Air,Widebody
1004,Houston city,AUS,Charlotte city,CLT,25-44,53600.0,24.65202777777778,246.52027777777778,10.569982044644565,129.63794746328784,Air,Narrowbody
1005,Phoenix city,PHX,El Paso city,PHX,25-44,60914.0,7.565944444444445,75.65944444444445,9.757861111111112,1000.0,Car,Narrowbody
1006,New York city,EWR,Las Vegas city,LAS,15-24,67046.0,44.86305555555556,448.6305555555556,8.143232006453925,254.70210230040237,Air,Widebody
1007,Chicago city,ORD,Memphis city,MEM,15-24,62097.0,9.782694444444443,97.82694444444444,4.038073986047391,63.8721957400135,Air,Widebody
1008,Sacramento city,SMF,New York city,EWR,65+,65847.0,49.59725,495.9725,9.109849459659184,330.09116159167826,Air,Narrowbody
1009,Phoenix city,PHX,Washington city,BWI,45-64,60914.0,41.20719444444444,412.0719444444444,7.826265810058013,223.06012140933643,Air,Widebody
1010,Jacksonville city,MCO,Portland city,PDX,45-64,55531.0,51.91277777777778,519.1277777777777,11.49725772167378,324.25040804002055,Air,Narrowbody
1011,New York city,EWR,New York city,EWR,15-24,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1012,Denver city,DEN,Los Angeles city,LAX,25-44,72661.0,18.261027777777777,182.61027777777775,5.225372778664481,115.1795911799888,Air,Narrowbody
1013,Houston city,AUS,Chicago city,ORD,25-44,53600.0,21.991666666666667,219.91666666666669,10.699621194003424,113.94124560420865,Air,Widebody
1014,New York city,EWR,New York city,EWR,15-24,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1015,Memphis city,MEM,New York city,EWR,15-24,41864.0,20.36888888888889,203.6888888888889,4.871286576548764,112.57390123167015,Air,Widebody
1016,Houston city,AUS,Houston city,AUS,25-44,53600.0,0.0,0.0,13.4385,1000.0,Car,Narrowbody
1017,Houston city,AUS,New York city,EWR,65+,53600.0,34.07541666666667,340.7541666666667,11.664814052648198,168.45886900916858,Air,Widebody
1018,Tucson city,PHX,Charlotte city,CLT,25-44,45227.0,35.08144444444444,350.81444444444446,8.698504236137648,219.85710432509757,Air,Narrowbody
1019,Los Angeles city,LAX,Houston city,AUS,45-64,65290.0,20.13047222222222,201.3047222222222,11.070224587683246,135.36582773775723,Air,Widebody
1020,Los Angeles city,LAX,Los Angeles city,LAX,25-44,65290.0,0.0,0.0,3.0121111111111114,1000.0,Car,Narrowbody
1021,Jacksonville city,MCO,San Francisco city,SFO,65+,55531.0,49.09338888888889,490.9338888888889,11.14375862047504,296.49910886897766,Air,Narrowbody
1022,Philadelphia city,PHL,Los Angeles city,LAX,25-44,49127.0,48.90125,489.0125,8.708112904443354,268.8691528831462,Air,Widebody
1023,New York city,EWR,New York city,EWR,65+,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1024,New York city,EWR,Denver city,DEN,25-44,67046.0,32.29175,322.9175,7.069754994631531,190.40141909628713,Air,Widebody
1025,Chicago city,ORD,Washington city,BWI,65+,62097.0,12.934194444444444,129.34194444444444,5.891290081779017,153.0191715339556,Air,Hydrogen-electric regional
1026,Mesa city,PHX,New York city,EWR,25-44,61640.0,44.02144444444445,440.2144444444445,7.931637965827635,240.01277332385538,Air,Widebody
1027,Houston city,AUS,Los Angeles city,LAX,25-44,53600.0,20.13047222222222,201.3047222222222,11.070224587683246,135.36582773775723,Air,Widebody
1028,Philadelphia city,PHL,Sacramento city,SMF,25-44,49127.0,48.81066666666666,488.1066666666666,8.937729890604466,322.55302420848733,Air,Narrowbody
1029,Philadelphia city,PHL,Jacksonville city,MCO,25-44,49127.0,16.041305555555553,160.41305555555553,7.418413197225114,99.48191668503456,Air,Widebody
1030,San Jose city,SFO,Chicago city,ORD,25-44,117324.0,37.47852777777778,374.78527777777776,8.120876134291644,216.4709102343437,Air,Widebody
1031,Phoenix city,PHX,Chicago city,ORD,15-24,60914.0,31.39355555555556,313.9355555555556,6.361415855782914,188.05468391111947,Air,Narrowbody
1032,Philadelphia city,PHL,Los Angeles city,LAX,45-64,49127.0,48.90125,489.0125,8.708112904443354,268.8691528831462,Air,Widebody
1033,Houston city,AUS,Chicago city,ORD,25-44,53600.0,21.991666666666667,219.91666666666669,10.699621194003424,113.94124560420865,Air,Widebody
1034,Memphis city,MEM,Jacksonville city,MCO,25-44,41864.0,12.887777777777778,128.8777777777778,6.816577725232349,78.85009851307456,Air,Widebody
1035,New York city,EWR,San Diego city,LAX,25-44,67046.0,50.06330555555555,500.63305555555553,8.669292856606729,313.61143633924394,Air,Narrowbody
1036,Las Vegas city,LAS,Washington city,BWI,45-64,58377.0,42.72438888888889,427.2438888888889,8.223273354359696,238.61350543227397,Air,Widebody
1037,Milwaukee city,ORD,New York city,EWR,45-64,43125.0,16.824749999999998,168.24749999999997,6.116219825947404,103.29442463248704,Air,Narrowbody
1038,Portland city,PDX,New York city,EWR,65+,73159.0,50.992666666666665,509.9266666666666,9.090595960886425,339.52289733144636,Air,Narrowbody
1039,Charlotte city,CLT,Oklahoma City city,DFW,65+,65359.0,20.191333333333333,201.91333333333333,8.168782593134722,106.55007019627071,Air,Widebody
1040,New York city,EWR,Portland city,PDX,65+,67046.0,50.992666666666665,509.9266666666666,9.090595960886425,298.9658745243989,Air,Widebody
1041,El Paso city,PHX,Charlotte city,CLT,25-44,48866.0,29.577722222222224,295.77722222222224,14.207448680582093,219.85710432509757,Air,Narrowbody
1042,Detroit city,DTW,Los Angeles city,LAX,45-64,32498.0,40.57886111111111,405.7886111111111,7.931682979476432,226.3186217067396,Air,Widebody
1043,Milwaukee city,ORD,Jacksonville city,MCO,25-44,43125.0,21.76625,217.6625,9.3733986568287,115.8985219396174,Air,Widebody
1044,Jacksonville city,MCO,Philadelphia city,PHL,15-24,55531.0,16.041305555555553,160.41305555555553,7.418413197225114,99.48191668503456,Air,Widebody
1045,Columbus city,CLE,Chicago city,ORD,25-44,54902.0,6.752111111111111,67.52111111111111,6.374106933488484,83.7916593865329,Air,Hydrogen-electric regional
1046,New York city,EWR,New York city,EWR,25-44,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1047,San Diego city,LAX,San Francisco city,SFO,45-64,83454.0,7.0023888888888886,70.02388888888889,3.467915339091716,50.60028545227325,Air,Narrowbody
1048,New York city,EWR,Chicago city,ORD,25-44,67046.0,14.73025,147.3025,4.827858714836292,91.81193240438456,Air,Widebody
1049,New York city,EWR,New York city,EWR,45-64,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1050,Los Angeles city,LAX,Denver city,DEN,15-24,65290.0,18.261027777777777,182.61027777777775,5.225372778664481,115.1795911799888,Air,Narrowbody
1051,New York city,EWR,New York city,EWR,25-44,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1052,Los Angeles city,LAX,Los Angeles city,LAX,45-64,65290.0,0.0,0.0,3.0121111111111114,1000.0,Car,Narrowbody
1053,El Paso city,PHX,New York city,EWR,65+,48866.0,39.00111111111111,390.01111111111106,15.13069352138319,240.01277332385538,Air,Widebody
1054,Washington city,BWI,Los Angeles city,LAX,45-64,90842.0,47.40863888888889,474.0863888888889,8.966859630550209,259.68112847104294,Air,Widebody
1055,Chicago city,ORD,Philadelphia city,PHL,45-64,62097.0,13.943666666666664,139.43666666666664,4.688341316821591,97.39459249993945,Air,Narrowbody
1056,New York city,EWR,Charlotte city,CLT,25-44,67046.0,12.572333333333331,125.72333333333331,4.12166119920598,75.42986027857727,Air,Narrowbody
1057,Phoenix city,PHX,Los Angeles city,LAX,65+,60914.0,7.05225,70.5225,3.565086685973963,48.008789667949216,Air,Widebody
1058,Tucson city,PHX,Phoenix city,PHX,65+,45227.0,2.059972222222222,20.59972222222222,4.248916666666666,1000.0,Car,Narrowbody
1059,Los Angeles city,LAX,Los Angeles city,LAX,15-24,65290.0,0.0,0.0,3.0121111111111114,1000.0,Car,Narrowbody
1060,New York city,EWR,San Diego city,LAX,65+,67046.0,50.06330555555555,500.63305555555553,8.669292856606729,313.61143633924394,Air,Narrowbody
1061,New York city,EWR,Los Angeles city,LAX,25-44,67046.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1062,Chicago city,ORD,San Diego city,LAX,45-64,62097.0,35.717888888888886,357.1788888888889,7.21363997860711,200.11302973443154,Air,Widebody
1063,San Jose city,SFO,Chicago city,ORD,45-64,117324.0,37.47852777777778,374.78527777777776,8.120876134291644,216.4709102343437,Air,Widebody
1064,Philadelphia city,PHL,Jacksonville city,MCO,25-44,49127.0,16.041305555555553,160.41305555555553,7.418413197225114,99.48191668503456,Air,Widebody
1065,New York city,EWR,Los Angeles city,LAX,65+,67046.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1066,Houston city,AUS,Oklahoma City city,DFW,45-64,53600.0,7.739833333333333,77.39833333333334,12.0258034411005,86.25995076096326,Car,Battery-electric commuter
1067,New York city,EWR,Houston city,AUS,25-44,67046.0,34.07541666666667,340.7541666666667,11.6648140526482,190.69893446659043,Air,Narrowbody
1068,Los Angeles city,LAX,New York city,EWR,25-44,65290.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1069,New York city,EWR,New York city,EWR,45-64,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1070,New York city,EWR,Chicago city,ORD,15-24,67046.0,14.73025,147.3025,4.827858714836292,91.81193240438456,Air,Widebody
1071,San Francisco city,SFO,Houston city,AUS,25-44,119136.0,26.8165,268.165,11.626805313769399,187.1543746439108,Air,Narrowbody
1072,Houston city,AUS,Chicago city,ORD,25-44,53600.0,21.991666666666667,219.91666666666669,10.699621194003424,113.94124560420865,Air,Widebody
1073,Detroit city,DTW,Charlotte city,CLT,45-64,32498.0,12.467416666666663,124.67416666666664,4.932575662494391,122.45238420747981,Air,Hydrogen-electric regional
1074,Los Angeles city,LAX,New York city,EWR,25-44,65290.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1075,Detroit city,DTW,Tucson city,PHX,45-64,32498.0,35.76294444444444,357.6294444444444,8.692032907074118,191.6818037447893,Air,Widebody
1076,New York city,EWR,Denver city,DEN,65+,67046.0,32.29175,322.9175,7.069754994631531,190.40141909628713,Air,Widebody
1077,New York city,EWR,San Jose city,SFO,65+,67046.0,51.82394444444445,518.2394444444445,9.650724419501692,335.9936071130333,Air,Narrowbody
1078,Sacramento city,SMF,New York city,EWR,45-64,65847.0,49.59725,495.9725,9.109849459659184,330.09116159167826,Air,Narrowbody
1079,New York city,EWR,Charlotte city,CLT,25-44,67046.0,12.572333333333331,125.72333333333331,4.12166119920598,75.42986027857727,Air,Narrowbody
1080,New York city,EWR,Los Angeles city,LAX,25-44,67046.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1081,Houston city,AUS,Phoenix city,PHX,25-44,53600.0,13.171944444444444,131.71944444444443,9.906300208295445,97.71672293600899,Air,Widebody
1082,Houston city,AUS,San Francisco city,SFO,15-24,53600.0,26.8165,268.165,11.626805313769399,165.3505665595988,Air,Widebody
1083,Phoenix city,PHX,Phoenix city,PHX,65+,60914.0,0.0,0.0,2.393,1000.0,Car,Narrowbody
1084,Columbus city,CLE,El Paso city,PHX,25-44,54902.0,29.337555555555557,293.3755555555556,16.300626701499745,197.88708280068852,Air,Widebody
1085,Chicago city,ORD,Seattle city,PDX,65+,62097.0,36.08288888888889,360.82888888888886,10.797953518959394,217.16469659704694,Air,Widebody
1086,San Diego city,LAX,Columbus city,CLE,65+,83454.0,39.97869444444444,399.78694444444443,9.817737800142279,264.4934942881923,Air,Narrowbody
1087,Detroit city,DTW,Las Vegas city,LAS,25-44,32498.0,35.220777777777776,352.2077777777778,7.152109331713568,230.84650748163068,Air,Narrowbody
1088,Tucson city,PHX,Memphis city,MEM,65+,45227.0,24.20761111111111,242.0761111111111,7.212370708994774,159.04757723608103,Air,Narrowbody
1089,New York city,EWR,Los Angeles city,LAX,25-44,67046.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1090,Los Angeles city,LAX,Philadelphia city,PHL,65+,65290.0,48.90125,489.0125,8.708112904443356,305.20203182534925,Air,Narrowbody
1091,New York city,EWR,Seattle city,PDX,45-64,67046.0,50.69094444444444,506.9094444444444,12.38229040533087,298.9658745243989,Air,Widebody
1092,Los Angeles city,LAX,Chicago city,ORD,25-44,65290.0,35.83991666666667,358.3991666666667,7.441917756384887,226.79582920183086,Air,Narrowbody
1093,New York city,EWR,New York city,EWR,65+,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1094,Phoenix city,PHX,Oklahoma City city,DFW,25-44,60914.0,17.175833333333333,171.75833333333333,7.713679780651807,110.97250367047641,Air,Narrowbody
1095,San Diego city,LAX,San Diego city,LAX,25-44,83454.0,0.0,0.0,2.5555555555555554,1000.0,Car,Narrowbody
1096,Milwaukee city,ORD,Phoenix city,PHX,15-24,43125.0,32.84722222222222,328.47222222222223,7.649776966894025,166.14006755284746,Air,Widebody
1097,New York city,EWR,Denver city,DEN,15-24,67046.0,32.29175,322.9175,7.069754994631531,190.40141909628713,Air,Widebody
1098,New York city,EWR,Denver city,DEN,25-44,67046.0,32.29175,322.9175,7.069754994631531,190.40141909628713,Air,Widebody
1099,Columbus city,CLE,Columbus city,CLE,15-24,54902.0,0.0,0.0,6.951111111111112,1000.0,Car,Narrowbody
1100,Charlotte city,CLT,Washington city,BWI,15-24,65359.0,7.954055555555555,79.54055555555554,4.637284026636269,89.31754467042178,Air,Hydrogen-electric regional
1101,Portland city,PDX,Houston city,AUS,65+,73159.0,33.37166666666667,333.7166666666667,12.159434300009043,223.90720413787164,Air,Narrowbody
1102,New York city,EWR,Las Vegas city,LAS,25-44,67046.0,44.86305555555556,448.6305555555556,8.143232006453925,254.70210230040237,Air,Widebody
1103,Columbus city,CLE,San Francisco city,SFO,45-64,54902.0,42.7465,427.465,10.332868517701044,285.1324568058621,Air,Narrowbody
1104,New York city,EWR,Los Angeles city,LAX,45-64,67046.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1105,Philadelphia city,PHL,New York city,EWR,25-44,49127.0,1.982361111111111,19.82361111111111,3.0529714233965883,45.87566570739386,Car,Battery-electric commuter
1106,Houston city,AUS,Charlotte city,CLT,25-44,53600.0,24.65202777777778,246.52027777777778,10.569982044644565,129.63794746328784,Air,Narrowbody
1107,Milwaukee city,ORD,Philadelphia city,PHL,25-44,43125.0,16.081,160.81,5.976702427932702,97.39459249993945,Air,Narrowbody
1108,Chicago city,ORD,Las Vegas city,LAS,65+,62097.0,30.49186111111111,304.9186111111111,6.655942582479761,200.64121486060492,Air,Narrowbody
1109,Phoenix city,PHX,Columbus city,CLE,25-44,60914.0,33.899277777777776,338.99277777777775,8.93576559038863,224.25746551400687,Air,Narrowbody
1110,Houston city,AUS,New York city,EWR,15-24,53600.0,34.07541666666667,340.7541666666667,11.664814052648198,168.45886900916858,Air,Widebody
1111,Las Vegas city,LAS,Phoenix city,PHX,45-64,58377.0,5.916944444444445,59.16944444444445,3.041185031651736,40.3583614582599,Air,Narrowbody
1112,New York city,EWR,New York city,EWR,25-44,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1113,Seattle city,PDX,New York city,EWR,45-64,97185.0,50.69094444444444,506.9094444444444,12.38229040533087,339.52289733144636,Air,Narrowbody
1114,New York city,EWR,Portland city,PDX,45-64,67046.0,50.992666666666665,509.9266666666666,9.090595960886425,298.9658745243989,Air,Widebody
1115,El Paso city,PHX,Los Angeles city,LAX,45-64,48866.0,14.524472222222222,145.2447222222222,10.929947797085074,48.008789667949216,Air,Widebody
1116,El Paso city,PHX,Houston city,AUS,65+,48866.0,5.655194444444445,56.551944444444445,17.271161319406556,110.02796604916348,Car,Narrowbody
1117,New York city,EWR,Chicago city,ORD,45-64,67046.0,14.73025,147.3025,4.827858714836292,91.81193240438456,Air,Widebody
1118,Chicago city,ORD,Los Angeles city,LAX,25-44,62097.0,35.83991666666667,358.3991666666667,7.441917756384887,200.11302973443154,Air,Widebody
1119,Phoenix city,PHX,New York city,EWR,45-64,60914.0,44.236666666666665,442.3666666666667,7.76583241027208,240.01277332385538,Air,Widebody
1120,Jacksonville city,MCO,New York city,EWR,45-64,55531.0,17.704694444444446,177.04694444444445,7.631578557475822,121.64165528729764,Air,Narrowbody
1121,San Diego city,LAX,San Jose city,SFO,45-64,83454.0,6.254888888888888,62.54888888888888,3.8995264502028273,50.60028545227325,Air,Narrowbody
1122,Memphis city,MEM,Houston city,AUS,45-64,41864.0,13.772944444444445,137.72944444444445,9.922240904504466,126.10264846870962,Air,Hydrogen-electric regional
1123,New York city,EWR,Phoenix city,PHX,45-64,67046.0,44.236666666666665,442.3666666666667,7.765832410272079,240.01277332385538,Air,Widebody
1124,New York city,EWR,Tucson city,PHX,65+,67046.0,44.15102777777778,441.5102777777778,9.621749076938746,240.01277332385538,Air,Widebody
1125,New York city,EWR,New York city,EWR,25-44,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1126,Denver city,DEN,Los Angeles city,LAX,65+,72661.0,18.261027777777777,182.61027777777775,5.225372778664481,115.1795911799888,Air,Narrowbody
1127,Phoenix city,PHX,Houston city,AUS,25-44,60914.0,13.171944444444444,131.71944444444443,9.906300208295445,110.02796604916348,Air,Narrowbody
1128,Las Vegas city,LAS,San Francisco city,SFO,45-64,58377.0,10.582722222222223,105.82722222222223,3.6251352057312314,54.17167926729857,Air,Widebody
1129,San Jose city,SFO,Portland city,PDX,45-64,117324.0,12.80322222222222,128.0322222222222,5.2325849353001095,139.17805689563917,Air,Hydrogen-electric regional
1130,New York city,EWR,Chicago city,ORD,45-64,67046.0,14.73025,147.3025,4.827858714836292,91.81193240438456,Air,Widebody
1131,Chicago city,ORD,San Diego city,LAX,45-64,62097.0,35.717888888888886,357.1788888888889,7.21363997860711,200.11302973443154,Air,Widebody
1132,New York city,EWR,Chicago city,ORD,65+,67046.0,14.73025,147.3025,4.827858714836292,91.81193240438456,Air,Widebody
1133,New York city,EWR,Philadelphia city,PHL,25-44,67046.0,1.982361111111111,19.82361111111111,2.8809416686420595,20.23719059439736,Car,Narrowbody
1134,Los Angeles city,LAX,Chicago city,ORD,45-64,65290.0,35.83991666666667,358.3991666666667,7.441917756384887,226.79582920183086,Air,Narrowbody
1135,New York city,EWR,New York city,EWR,25-44,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1136,Chicago city,ORD,New York city,EWR,15-24,62097.0,14.73025,147.3025,4.827858714836293,103.29442463248704,Air,Narrowbody
1137,Chicago city,ORD,New York city,EWR,45-64,62097.0,14.73025,147.3025,4.827858714836293,103.29442463248704,Air,Narrowbody
1138,New York city,EWR,San Francisco city,SFO,25-44,67046.0,51.29608333333333,512.9608333333333,9.21911330839058,335.9936071130333,Air,Narrowbody
1139,San Francisco city,SFO,Chicago city,ORD,45-64,119136.0,36.95066666666666,369.50666666666666,7.689265023180532,216.4709102343437,Air,Widebody
1140,Jacksonville city,MCO,Memphis city,MEM,25-44,55531.0,12.887777777777778,128.8777777777778,6.816577725232349,88.51336764566014,Air,Narrowbody
1141,Jacksonville city,MCO,Los Angeles city,LAX,45-64,55531.0,42.61497222222222,426.1497222222222,10.616628730292451,263.7858894262596,Air,Narrowbody
1142,Phoenix city,PHX,Washington city,BWI,25-44,60914.0,41.20719444444444,412.0719444444444,7.826265810058013,223.06012140933643,Air,Widebody
1143,Phoenix city,PHX,New York city,EWR,25-44,60914.0,44.236666666666665,442.3666666666667,7.76583241027208,240.01277332385538,Air,Widebody
1144,Las Vegas city,LAS,Mesa city,PHX,45-64,58377.0,6.313944444444445,63.13944444444445,3.2069905872072915,40.3583614582599,Air,Narrowbody
1145,Los Angeles city,LAX,Chicago city,ORD,45-64,65290.0,35.83991666666667,358.3991666666667,7.441917756384887,226.79582920183086,Air,Narrowbody
1146,El Paso city,PHX,Los Angeles city,LAX,15-24,48866.0,14.524472222222222,145.2447222222222,10.929947797085074,48.008789667949216,Air,Widebody
1147,Portland city,PDX,New York city,EWR,25-44,73159.0,50.992666666666665,509.9266666666666,9.090595960886425,339.52289733144636,Air,Narrowbody
1148,Los Angeles city,LAX,El Paso city,PHX,25-44,65290.0,14.524472222222222,145.2447222222222,11.413094934048768,87.76557375898219,Air,Hydrogen-electric regional
1149,New York city,EWR,Detroit city,DTW,25-44,67046.0,11.589333333333332,115.89333333333332,4.127911424856764,73.39329340811078,Air,Narrowbody
1150,New York city,EWR,Philadelphia city,PHL,45-64,67046.0,1.982361111111111,19.82361111111111,2.8809416686420595,20.23719059439736,Car,Narrowbody
1151,Sacramento city,SMF,Los Angeles city,LAX,25-44,65847.0,7.475888888888889,74.75888888888889,4.299642936371386,91.08961738285446,Air,Hydrogen-electric regional
1152,El Paso city,PHX,Columbus city,CLE,25-44,48866.0,29.337555555555557,293.3755555555556,16.30062670149974,224.25746551400687,Air,Narrowbody
1153,Memphis city,MEM,Philadelphia city,PHL,45-64,41864.0,18.813666666666663,188.13666666666663,4.6598337726500985,117.45569525231934,Air,Narrowbody
1154,Oklahoma City city,DFW,New York city,EWR,45-64,56456.0,27.19558333333333,271.9558333333333,9.191901787625735,156.93565454596578,Air,Widebody
1155,San Jose city,SFO,San Jose city,SFO,15-24,117324.0,0.0,0.0,3.6276111111111113,1000.0,Car,Narrowbody
1156,Phoenix city,PHX,Houston city,AUS,65+,60914.0,13.171944444444444,131.71944444444443,9.906300208295445,110.02796604916348,Air,Narrowbody
1157,New York city,EWR,Chicago city,ORD,65+,67046.0,14.73025,147.3025,4.827858714836292,91.81193240438456,Air,Widebody
1158,Portland city,PDX,San Francisco city,SFO,45-64,73159.0,12.275361111111112,122.75361111111111,4.800973824188998,139.17805689563917,Air,Hydrogen-electric regional
1159,Chicago city,ORD,Sacramento city,SMF,25-44,62097.0,35.25183333333334,352.5183333333334,7.566824344657549,210.71426825701943,Air,Widebody
1160,Chicago city,ORD,Houston city,AUS,25-44,62097.0,21.991666666666667,219.91666666666669,10.699621194003424,128.5296376608868,Air,Narrowbody
1161,Denver city,DEN,Los Angeles city,LAX,25-44,72661.0,18.261027777777777,182.61027777777775,5.225372778664481,115.1795911799888,Air,Narrowbody
1162,Chicago city,ORD,New York city,EWR,15-24,62097.0,14.73025,147.3025,4.827858714836293,103.29442463248704,Air,Narrowbody
1163,Chicago city,ORD,Phoenix city,PHX,25-44,62097.0,31.39355555555556,313.9355555555556,6.361415855782914,166.14006755284746,Air,Widebody
1164,Charlotte city,CLT,Chicago city,ORD,45-64,65359.0,14.6065,146.065,4.582529718748047,84.92216664511814,Air,Narrowbody
1165,New York city,EWR,Los Angeles city,LAX,45-64,67046.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1166,New York city,EWR,Houston city,AUS,15-24,67046.0,34.07541666666667,340.7541666666667,11.6648140526482,190.69893446659043,Air,Narrowbody
1167,Los Angeles city,LAX,New York city,EWR,65+,65290.0,50.18533333333334,501.8533333333334,8.897570634384506,313.61143633924394,Air,Narrowbody
1168,Columbus city,CLE,San Francisco city,SFO,25-44,54902.0,42.7465,427.465,10.332868517701044,285.1324568058621,Air,Narrowbody
1169,Columbus city,CLE,New York city,EWR,25-44,54902.0,10.580749999999998,105.80749999999998,6.444812360030312,103.59470192385322,Air,Hydrogen-electric regional
1170,New York city,EWR,Chicago city,ORD,25-44,67046.0,14.73025,147.3025,4.827858714836292,91.81193240438456,Air,Widebody
1171,Chicago city,ORD,San Jose city,SFO,45-64,62097.0,37.47852777777778,374.78527777777776,8.120876134291644,245.44957572260736,Air,Narrowbody
1172,New York city,EWR,San Jose city,SFO,25-44,67046.0,51.82394444444445,518.2394444444445,9.650724419501692,335.9936071130333,Air,Narrowbody
1173,New York city,EWR,Sacramento city,SMF,25-44,67046.0,49.59725,495.9725,9.109849459659184,330.09116159167826,Air,Narrowbody
1174,New York city,EWR,New York city,EWR,45-64,67046.0,0.0,0.0,2.6993333333333336,1000.0,Car,Narrowbody
1175,Chicago city,ORD,New York city,EWR,45-64,62097.0,14.73025,147.3025,4.827858714836293,103.29442463248704,Air,Narrowbody
1176,Seattle city,PDX,New York city,EWR,25-44,97185.0,50.69094444444444,506.9094444444444,12.38229040533087,339.52289733144636,Air,Narrowbody
1177,Seattle city,PDX,Los Angeles city,LAX,25-44,97185.0,21.883166666666664,218.83166666666665,8.097643148000884,116.35454367434758,Air,Narrowbody
1178,San Jose city,SFO,Los Angeles city,LAX,25-44,117324.0,6.7981388888888885,67.98138888888889,4.127804227980605,50.60028545227325,Air,Narrowbody
1179,New York city,EWR,Columbus city,CLE,15-24,67046.0,10.580749999999998,105.80749999999998,6.444812360030312,103.59470192385322,Air,Hydrogen-electric regional
1180,Philadelphia city,PHL,Philadelphia city,PHL,45-64,49127.0,0.0,0.0,2.655111111111111,1000.0,Car,Narrowbody
1181,Phoenix city,PHX,Las Vegas city,LAS,45-64,60914.0,5.916944444444445,59.16944444444445,3.041185031651736,36.62191471049777,Air,Widebody
1182,Mesa city,PHX,San Diego city,LAX,45-64,61640.0,7.329861111111111,73.29861111111111,3.5026144637517405,48.008789667949216,Air,Widebody
1183,Portland city,PDX,New York city,EWR,25-44,73159.0,50.992666666666665,509.9266666666666,9.090595960886425,339.52289733144636,Air,Narrowbody
1184,San Francisco city,SFO,Houston city,AUS,65+,119136.0,26.8165,268.165,11.626805313769399,187.1543746439108,Air,Narrowbody
1185,Chicago city,ORD,San Diego city,LAX,15-24,62097.0,35.717888888888886,357.1788888888889,7.21363997860711,200.11302973443154,Air,Widebody
