IATA_AIRLINE,ID_AIRLINE,IATA_DEP_AIRPORT,ID_DEP_AIRPORT,IATA_ARR_AIRPORT,ID_ARR_AIRPORT,CODESHARE,STOPS,AIRCRAFT_TYPE,dep_geometry,arr_geometry,distance
SY,4356,LAS,3877,MSP,3858,,0,738,POINT (-115.151817 36.083361),POINT (-93.221802 44.882),2761517.476240019
SY,4356,LAX,3484,MSP,3858,,0,73G 738,POINT (-118.407997 33.942501),POINT (-93.221802 44.882),3219186.0267559374
SY,4356,MCO,3878,MSP,3858,,0,738 73G,POINT (-81.30899811 28.42939949),POINT (-93.221802 44.882),2654700.7228625314
SY,4356,MSP,3858,BOS,3448,,0,738 73G,POINT (-93.221802 44.882),POINT (-71.005203 42.3643),2503276.208756045
SY,4356,MSP,3858,DFW,3670,,0,738,POINT (-93.221802 44.882),POINT (-97.038002 32.896801),1772996.1189531249
SY,4356,MSP,3858,JFK,3797,,0,73G 738,POINT (-93.221802 44.882),POINT (-73.779317 40.639447),2258010.348364249
SY,4356,MSP,3858,LAS,3877,,0,738,POINT (-93.221802 44.882),POINT (-115.151817 36.083361),2761517.476240019
SY,4356,MSP,3858,LAX,3484,,0,73G 738,POINT (-93.221802 44.882),POINT (-118.407997 33.942501),3219186.0267559374
SY,4356,MSP,3858,MCO,3878,,0,738 73G,POINT (-93.221802 44.882),POINT (-81.30899811 28.42939949),2654700.7228625314
SY,4356,MSP,3858,PHX,3462,,0,73G,POINT (-93.221802 44.882),POINT (-112.005905 33.435302),2663469.1632234263
SY,4356,MSP,3858,RSW,3793,,0,738 73G,POINT (-93.221802 44.882),POINT (-81.75520325 26.53619957),2840304.412659366
SY,4356,MSP,3858,SAN,3731,,0,73G,POINT (-93.221802 44.882),POINT (-117.1900024 32.73360062),3186979.7148040645
SY,4356,MSP,3858,SFO,3469,,0,73G 738,POINT (-93.221802 44.882),POINT (-122.375 37.61899948),3419430.229942501
SY,4356,PHX,3462,MSP,3858,,0,73G,POINT (-112.005905 33.435302),POINT (-93.221802 44.882),2663469.1632234263
SY,4356,RSW,3793,MSP,3858,,0,738 73G,POINT (-81.75520325 26.53619957),POINT (-93.221802 44.882),2840304.412659366
SY,4356,SAN,3731,MSP,3858,,0,73G,POINT (-117.1900024 32.73360062),POINT (-93.221802 44.882),3186979.7148040645
SY,4356,SFO,3469,MSP,3858,,0,73G 738,POINT (-122.375 37.61899948),POINT (-93.221802 44.882),3419430.229942501
TK,4951,IAH,3550,MSY,3861,Y,0,320,POINT (-95.34140015 29.9843998),POINT (-90.25800323 29.99340057),565882.3390978137
TK,4951,MSY,3861,IAH,3550,Y,0,73G 738,POINT (-90.25800323 29.99340057),POINT (-95.34140015 29.9843998),565882.3390978137
UA,5209,ATL,3682,CLE,3486,Y,0,ERJ,POINT (-84.428101 33.6367),POINT (-81.84980011 41.4117012),1130186.6918374812
UA,5209,ATL,3682,DEN,3751,Y,0,CR7,POINT (-84.428101 33.6367),POINT (-104.6729965 39.86169815),2414218.981198342
UA,5209,ATL,3682,EWR,3494,Y,0,ERJ,POINT (-84.428101 33.6367),POINT (-74.168701 40.692501),1509447.3798667116
UA,5209,ATL,3682,IAD,3714,Y,0,ERJ CRJ E70,POINT (-84.428101 33.6367),POINT (-77.455803 38.9445),1067981.2452126755
UA,5209,ATL,3682,IAH,3550,Y,0,ERJ CR7 CRJ E70,POINT (-84.428101 33.6367),POINT (-95.34140015 29.9843998),1305729.4582931872
UA,5209,ATL,3682,ORD,3830,Y,0,CR7 ERJ E70,POINT (-84.428101 33.6367),POINT (-87.9048 41.9786),1239616.7286364255
UA,5209,ATL,3682,SFO,3469,,0,738,POINT (-84.428101 33.6367),POINT (-122.375 37.61899948),4259320.892144342
UA,5209,AUS,3673,CLE,3486,Y,0,CR7,POINT (-97.662015 30.197535),POINT (-81.84980011 41.4117012),2341616.7361939894
UA,5209,AUS,3673,DEN,3751,,0,320 738 739,POINT (-97.662015 30.197535),POINT (-104.6729965 39.86169815),1530796.4028311279
UA,5209,AUS,3673,EWR,3494,,0,738 73G,POINT (-97.662015 30.197535),POINT (-74.168701 40.692501),2984594.8303646734
UA,5209,AUS,3673,IAD,3714,Y,0,CR7 E70,POINT (-97.662015 30.197535),POINT (-77.455803 38.9445),2542283.661608603
UA,5209,AUS,3673,IAH,3550,,0,320 319 73G 738 739,POINT (-97.662015 30.197535),POINT (-95.34140015 29.9843998),259780.99779672822
UA,5209,AUS,3673,LAX,3484,Y,0,CR7,POINT (-97.662015 30.197535),POINT (-118.407997 33.942501),2361282.796665984
UA,5209,AUS,3673,ORD,3830,,0,739 320 752,POINT (-97.662015 30.197535),POINT (-87.9048 41.9786),1957747.8132450648
UA,5209,AUS,3673,SFO,3469,,0,738 319 320 739,POINT (-97.662015 30.197535),POINT (-122.375 37.61899948),2926049.521539713
UA,5209,BNA,3690,CLE,3486,Y,0,ERJ,POINT (-86.67819977 36.12450027),POINT (-81.84980011 41.4117012),927183.7958231551
UA,5209,BNA,3690,DEN,3751,Y,0,ERJ,POINT (-86.67819977 36.12450027),POINT (-104.6729965 39.86169815),2071614.1091393852
UA,5209,BNA,3690,EWR,3494,Y,0,ERJ,POINT (-86.67819977 36.12450027),POINT (-74.168701 40.692501),1536496.4146314405
UA,5209,BNA,3690,IAD,3714,Y,0,ERJ CRJ,POINT (-86.67819977 36.12450027),POINT (-77.455803 38.9445),1100344.356782123
UA,5209,BNA,3690,IAH,3550,Y,0,ERJ,POINT (-86.67819977 36.12450027),POINT (-95.34140015 29.9843998),1263428.5764331582
UA,5209,BNA,3690,ORD,3830,Y,0,ERJ CRJ,POINT (-86.67819977 36.12450027),POINT (-87.9048 41.9786),851033.7916246657
UA,5209,BOS,3448,CLE,3486,,0,738,POINT (-71.005203 42.3643),POINT (-81.84980011 41.4117012),1215590.2702961443
UA,5209,BOS,3448,DEN,3751,,0,739 320 738,POINT (-71.005203 42.3643),POINT (-104.6729965 39.86169815),3766085.4806735795
UA,5209,BOS,3448,EWR,3494,,0,73G 738 319 320 739 753 752,POINT (-71.005203 42.3643),POINT (-74.168701 40.692501),431075.30628396984
UA,5209,BOS,3448,IAD,3714,,0,320 319 739 738 752 73G,POINT (-71.005203 42.3643),POINT (-77.455803 38.9445),876140.080292168
UA,5209,BOS,3448,IAH,3550,,0,739 738 320 73G 319,POINT (-71.005203 42.3643),POINT (-95.34140015 29.9843998),3205859.8714512675
UA,5209,BOS,3448,LAX,3484,,0,752,POINT (-71.005203 42.3643),POINT (-118.407997 33.942501),5410390.171388201
UA,5209,BOS,3448,ORD,3830,,0,739 752 738 73G 319 320 753,POINT (-71.005203 42.3643),POINT (-87.9048 41.9786),1882146.3295604843
UA,5209,BOS,3448,SFO,3469,,0,752 753 739 738 73G,POINT (-71.005203 42.3643),POINT (-122.375 37.61899948),5759933.348745595
UA,5209,BWI,3849,CLE,3486,Y,0,ERJ DH3,POINT (-76.668297 39.1754),POINT (-81.84980011 41.4117012),662765.5368531628
UA,5209,BWI,3849,DEN,3751,,0,739 320 738,POINT (-76.668297 39.1754),POINT (-104.6729965 39.86169815),3119041.6336413906
UA,5209,BWI,3849,EWR,3494,Y,0,DH3 ERJ DH2,POINT (-76.668297 39.1754),POINT (-74.168701 40.692501),354881.92061985494
UA,5209,BWI,3849,IAH,3550,,0,320 73G 739 319 738,POINT (-76.668297 39.1754),POINT (-95.34140015 29.9843998),2423146.8608742985
UA,5209,BWI,3849,LAX,3484,,0,319 738,POINT (-76.668297 39.1754),POINT (-118.407997 33.942501),4702778.771134452
UA,5209,BWI,3849,ORD,3830,,0,73G 738 320 739 319,POINT (-76.668297 39.1754),POINT (-87.9048 41.9786),1316617.8790619927
UA,5209,BWI,3849,SFO,3469,,0,738 739 319,POINT (-76.668297 39.1754),POINT (-122.375 37.61899948),5092847.922261992
UA,5209,CLE,3486,ATL,3682,Y,0,ERJ,POINT (-81.84980011 41.4117012),POINT (-84.428101 33.6367),1130186.6918374812
UA,5209,CLE,3486,AUS,3673,Y,0,CR7,POINT (-81.84980011 41.4117012),POINT (-97.662015 30.197535),2341616.7361939894
UA,5209,CLE,3486,BNA,3690,Y,0,ERJ,POINT (-81.84980011 41.4117012),POINT (-86.67819977 36.12450027),927183.7958231551
UA,5209,CLE,3486,BOS,3448,,0,73G 319,POINT (-81.84980011 41.4117012),POINT (-71.005203 42.3643),1215590.2702961443
UA,5209,CLE,3486,BWI,3849,,0,DH3,POINT (-81.84980011 41.4117012),POINT (-76.668297 39.1754),662765.5368531628
UA,5209,CLE,3486,CLT,3876,Y,0,ERJ,POINT (-81.84980011 41.4117012),POINT (-80.94309998 35.2140007),886025.1179212219
UA,5209,CLE,3486,DEN,3751,,0,73G 319 320 739,POINT (-81.84980011 41.4117012),POINT (-104.6729965 39.86169815),2550822.336842027
UA,5209,CLE,3486,DFW,3670,Y,0,ERJ CRJ,POINT (-81.84980011 41.4117012),POINT (-97.038002 32.896801),2068484.483383478
UA,5209,CLE,3486,EWR,3494,,0,738 320 73G 319,POINT (-81.84980011 41.4117012),POINT (-74.168701 40.692501),861621.9533139034
UA,5209,CLE,3486,FLL,3533,,0,320 73G 738,POINT (-81.84980011 41.4117012),POINT (-80.152702 26.072599),2073806.1227189223
UA,5209,CLE,3486,IAD,3714,,0,DH4,POINT (-81.84980011 41.4117012),POINT (-77.455803 38.9445),607058.4684757086
UA,5209,CLE,3486,IAH,3550,,0,319 73G 320 738,POINT (-81.84980011 41.4117012),POINT (-95.34140015 29.9843998),2173918.517706217
UA,5209,CLE,3486,IND,3585,Y,0,DH3 ERJ E70,POINT (-81.84980011 41.4117012),POINT (-86.294403 39.7173),553586.0305212642
UA,5209,CLE,3486,LAS,3877,,0,739 320 738,POINT (-81.84980011 41.4117012),POINT (-115.151817 36.083361),3784498.2848491576
UA,5209,CLE,3486,LAX,3484,,0,738 739 320 319,POINT (-81.84980011 41.4117012),POINT (-118.407997 33.942501),4203455.707451424
UA,5209,CLE,3486,MCI,3458,Y,0,DH4 ERJ,POINT (-81.84980011 41.4117012),POINT (-94.713898 39.2976),1464955.5090640252
UA,5209,CLE,3486,MCO,3878,,0,738 320 73G 739,POINT (-81.84980011 41.4117012),POINT (-81.30899811 28.42939949),1771062.0529011586
UA,5209,CLE,3486,MSP,3858,Y,0,ERJ,POINT (-81.84980011 41.4117012),POINT (-93.221802 44.882),1372280.9842489592
UA,5209,CLE,3486,MSY,3861,Y,0,ERJ,POINT (-81.84980011 41.4117012),POINT (-90.25800323 29.99340057),1828315.9306190878
UA,5209,CLE,3486,ORD,3830,,0,73G 319 738 320,POINT (-81.84980011 41.4117012),POINT (-87.9048 41.9786),679317.4441714289
UA,5209,CLE,3486,PHX,3462,,0,738 320,POINT (-81.84980011 41.4117012),POINT (-112.005905 33.435302),3538879.3289114526
UA,5209,CLE,3486,RSW,3793,,0,319 738 320,POINT (-81.84980011 41.4117012),POINT (-81.75520325 26.53619957),2007641.5335351813
UA,5209,CLE,3486,SFO,3469,,0,739 738 319,POINT (-81.84980011 41.4117012),POINT (-122.375 37.61899948),4544348.369691867
UA,5209,CLE,3486,STL,3678,Y,0,ER4 ERJ,POINT (-81.84980011 41.4117012),POINT (-90.370003 38.748697),1024576.5573552973
UA,5209,CLE,3486,TPA,3646,,0,73G 320,POINT (-81.84980011 41.4117012),POINT (-82.53320313 27.97550011),1828956.0983646929
UA,5209,CLT,3876,CLE,3486,Y,0,ERJ,POINT (-80.94309998 35.2140007),POINT (-81.84980011 41.4117012),886025.1179212219
UA,5209,CLT,3876,EWR,3494,Y,0,ERJ E70,POINT (-80.94309998 35.2140007),POINT (-74.168701 40.692501),1080701.573118741
UA,5209,CLT,3876,IAD,3714,Y,0,ERJ CR7,POINT (-80.94309998 35.2140007),POINT (-77.455803 38.9445),649504.0822019973
UA,5209,CLT,3876,IAH,3550,Y,0,ERJ E70,POINT (-80.94309998 35.2140007),POINT (-95.34140015 29.9843998),1745599.1763892227
UA,5209,CLT,3876,ORD,3830,,0,320 319,POINT (-80.94309998 35.2140007),POINT (-87.9048 41.9786),1237485.4998942122
UA,5209,CVG,3488,DEN,3751,Y,0,CR7 ERJ,POINT (-84.667801 39.048801),POINT (-104.6729965 39.86169815),2230050.0544625786
UA,5209,CVG,3488,EWR,3494,Y,0,ERJ,POINT (-84.667801 39.048801),POINT (-74.168701 40.692501),1192826.1543575956
UA,5209,CVG,3488,IAD,3714,Y,0,CRJ CR7 ER4 ERJ,POINT (-84.667801 39.048801),POINT (-77.455803 38.9445),802974.9334861086
UA,5209,CVG,3488,IAH,3550,Y,0,ERJ CR7,POINT (-84.667801 39.048801),POINT (-95.34140015 29.9843998),1708096.382328807
UA,5209,CVG,3488,ORD,3830,Y,0,CR7 ER4 ERJ CRJ,POINT (-84.667801 39.048801),POINT (-87.9048 41.9786),560340.1959097404
UA,5209,DEN,3751,ATL,3682,Y,0,CR7,POINT (-104.6729965 39.86169815),POINT (-84.428101 33.6367),2414218.981198342
UA,5209,DEN,3751,AUS,3673,,0,738 739 752,POINT (-104.6729965 39.86169815),POINT (-97.662015 30.197535),1530796.4028311279
UA,5209,DEN,3751,BNA,3690,Y,0,ERJ,POINT (-104.6729965 39.86169815),POINT (-86.67819977 36.12450027),2071614.1091393852
UA,5209,DEN,3751,BOS,3448,,0,739 752 738 320,POINT (-104.6729965 39.86169815),POINT (-71.005203 42.3643),3766085.4806735795
UA,5209,DEN,3751,BWI,3849,,0,320 739 738,POINT (-104.6729965 39.86169815),POINT (-76.668297 39.1754),3119041.6336413906
UA,5209,DEN,3751,CLE,3486,,0,320 738 319,POINT (-104.6729965 39.86169815),POINT (-81.84980011 41.4117012),2550822.336842027
UA,5209,DEN,3751,CVG,3488,Y,0,ERJ CR7,POINT (-104.6729965 39.86169815),POINT (-84.667801 39.048801),2230050.0544625786
UA,5209,DEN,3751,DFW,3670,,0,319 739 73G,POINT (-104.6729965 39.86169815),POINT (-97.038002 32.896801),1285359.9219739558
UA,5209,DEN,3751,DTW,3645,Y,0,CR7 E70,POINT (-104.6729965 39.86169815),POINT (-83.35340118 42.21239853),2398517.610814137
UA,5209,DEN,3751,EWR,3494,,0,738 752 319 739 320,POINT (-104.6729965 39.86169815),POINT (-74.168701 40.692501),3397885.8122108374
UA,5209,DEN,3751,FLL,3533,,0,752 738 320,POINT (-104.6729965 39.86169815),POINT (-80.152702 26.072599),3290609.9501840207
UA,5209,DEN,3751,HNL,3728,,0,752,POINT (-104.6729965 39.86169815),POINT (-157.924228 21.32062),6401224.473308785
UA,5209,DEN,3751,IAD,3714,,0,320 752 319 739 738,POINT (-104.6729965 39.86169815),POINT (-77.455803 38.9445),3032684.2948261555
UA,5209,DEN,3751,IAH,3550,,0,739 738 752 788 320 753 319 73G,POINT (-104.6729965 39.86169815),POINT (-95.34140015 29.9843998),1698905.0745151208
UA,5209,DEN,3751,IND,3585,Y,0,ERJ E70 CR7,POINT (-104.6729965 39.86169815),POINT (-86.294403 39.7173),2046002.6162136288
UA,5209,DEN,3751,LAS,3877,,0,738 320 739 752,POINT (-104.6729965 39.86169815),POINT (-115.151817 36.083361),1282818.1996112913
UA,5209,DEN,3751,LAX,3484,,0,739 320 319 738 753 752,POINT (-104.6729965 39.86169815),POINT (-118.407997 33.942501),1737245.7951804085
UA,5209,DEN,3751,MCI,3458,,0,DH4,POINT (-104.6729965 39.86169815),POINT (-94.713898 39.2976),1111631.54727593
UA,5209,DEN,3751,MCO,3878,,0,320 738 739 752,POINT (-104.6729965 39.86169815),POINT (-81.30899811 28.42939949),3023949.4302371456
UA,5209,DEN,3751,MEM,3473,Y,0,CRJ ERJ,POINT (-104.6729965 39.86169815),POINT (-89.97669983 35.04240036),1770231.1559797723
UA,5209,DEN,3751,MIA,3576,,0,319,POINT (-104.6729965 39.86169815),POINT (-80.29060364 25.79319954),3297402.236150847
UA,5209,DEN,3751,MSP,3858,,0,320,POINT (-104.6729965 39.86169815),POINT (-93.221802 44.882),1482620.5855766714
UA,5209,DEN,3751,MSY,3861,,0,738  739,POINT (-104.6729965 39.86169815),POINT (-90.25800323 29.99340057),2092618.6216275643
UA,5209,DEN,3751,ORD,3830,,0,739 752 738 319 320 73G,POINT (-104.6729965 39.86169815),POINT (-87.9048 41.9786),1892507.386217569
UA,5209,DEN,3751,PDX,3720,,0,752 319 738 739 320,POINT (-104.6729965 39.86169815),POINT (-122.5979996 45.58869934),2176343.6603602627
UA,5209,DEN,3751,PHL,3752,,0,320 738 739 319,POINT (-104.6729965 39.86169815),POINT (-75.2410965 39.87189865),3276344.455094712
UA,5209,DEN,3751,PHX,3462,,0,739 738 320,POINT (-104.6729965 39.86169815),POINT (-112.005905 33.435302),1209603.981973952
UA,5209,DEN,3751,PIT,3570,,0,320 738 73G,POINT (-104.6729965 39.86169815),POINT (-80.23290253 40.49150085),2722205.77924749
UA,5209,DEN,3751,RSW,3793,,0,738,POINT (-104.6729965 39.86169815),POINT (-81.75520325 26.53619957),3110914.8364871526
UA,5209,DEN,3751,SAN,3731,,0,320 738 752 739 319,POINT (-104.6729965 39.86169815),POINT (-117.1900024 32.73360062),1706886.6541433232
UA,5209,DEN,3751,SFO,3469,,0,752 738 320 739 73G 319 753,POINT (-104.6729965 39.86169815),POINT (-122.375 37.61899948),1996410.8576347353
UA,5209,DEN,3751,SLC,3536,Y,0,CR7 ERJ DH4 CRJ E70,POINT (-104.6729965 39.86169815),POINT (-111.979746 40.785749),824498.6005503773
UA,5209,DEN,3751,SMF,3817,,0,320 739,POINT (-104.6729965 39.86169815),POINT (-121.5910034 38.69540024),1890758.4175006326
UA,5209,DEN,3751,STL,3678,Y,0,CR7 E70 ERJ CRJ,POINT (-104.6729965 39.86169815),POINT (-90.370003 38.748697),1600233.6145064945
UA,5209,DEN,3751,TPA,3646,,0,739 73G 738,POINT (-104.6729965 39.86169815),POINT (-82.53320313 27.97550011),2938390.955217739
UA,5209,DFW,3670,CLE,3486,Y,0,ERJ,POINT (-97.038002 32.896801),POINT (-81.84980011 41.4117012),2068484.483383478
UA,5209,DFW,3670,DEN,3751,,0,319 738 320 739,POINT (-97.038002 32.896801),POINT (-104.6729965 39.86169815),1285359.9219739558
UA,5209,DFW,3670,EWR,3494,,0,73G 319 738,POINT (-97.038002 32.896801),POINT (-74.168701 40.692501),2767553.4837293606
UA,5209,DFW,3670,IAD,3714,,0,320 73G 738,POINT (-97.038002 32.896801),POINT (-77.455803 38.9445),2333299.59141593
UA,5209,DFW,3670,IAH,3550,,0,319 738 73G,POINT (-97.038002 32.896801),POINT (-95.34140015 29.9843998),424408.5176357652
UA,5209,DFW,3670,LAX,3484,Y,0,CR7,POINT (-97.038002 32.896801),POINT (-118.407997 33.942501),2382981.8733873065
UA,5209,DFW,3670,ORD,3830,,0,319,POINT (-97.038002 32.896801),POINT (-87.9048 41.9786),1631646.722324806
UA,5209,DFW,3670,SFO,3469,,0,319 739,POINT (-97.038002 32.896801),POINT (-122.375 37.61899948),2893117.8650546917
UA,5209,DTW,3645,DEN,3751,Y,0,CR7 E70,POINT (-83.35340118 42.21239853),POINT (-104.6729965 39.86169815),2398517.610814137
UA,5209,DTW,3645,EWR,3494,Y,0,ERJ E70,POINT (-83.35340118 42.21239853),POINT (-74.168701 40.692501),1047063.7048533361
UA,5209,DTW,3645,IAD,3714,Y,0,CRJ CR7 ERJ ER4 E70,POINT (-83.35340118 42.21239853),POINT (-77.455803 38.9445),812757.9021116026
UA,5209,DTW,3645,IAH,3550,,0,320 319 73G,POINT (-83.35340118 42.21239853),POINT (-95.34140015 29.9843998),2154389.6736944485
UA,5209,DTW,3645,ORD,3830,,0,320,POINT (-83.35340118 42.21239853),POINT (-87.9048 41.9786),507872.0083253105
UA,5209,EWR,3494,ATL,3682,Y,0,ERJ,POINT (-74.168701 40.692501),POINT (-84.428101 33.6367),1509447.3798667116
UA,5209,EWR,3494,AUS,3673,,0,738 319 739,POINT (-74.168701 40.692501),POINT (-97.662015 30.197535),2984594.8303646734
UA,5209,EWR,3494,BNA,3690,Y,0,ERJ,POINT (-74.168701 40.692501),POINT (-86.67819977 36.12450027),1536496.4146314405
UA,5209,EWR,3494,BOS,3448,,0,738 73G 320 319 739,POINT (-74.168701 40.692501),POINT (-71.005203 42.3643),431075.30628396984
UA,5209,EWR,3494,BWI,3849,Y,0,ERJ DH3 DH2,POINT (-74.168701 40.692501),POINT (-76.668297 39.1754),354881.92061985494
UA,5209,EWR,3494,CLE,3486,,0,738 319 73G 320 739,POINT (-74.168701 40.692501),POINT (-81.84980011 41.4117012),861621.9533139034
UA,5209,EWR,3494,CLT,3876,Y,0,ERJ E70,POINT (-74.168701 40.692501),POINT (-80.94309998 35.2140007),1080701.573118741
UA,5209,EWR,3494,CVG,3488,Y,0,ERJ,POINT (-74.168701 40.692501),POINT (-84.667801 39.048801),1192826.1543575956
UA,5209,EWR,3494,DEN,3751,,0,320 752 739 738 319,POINT (-74.168701 40.692501),POINT (-104.6729965 39.86169815),3397885.8122108374
UA,5209,EWR,3494,DFW,3670,,0,319 73G 738,POINT (-74.168701 40.692501),POINT (-97.038002 32.896801),2767553.4837293606
UA,5209,EWR,3494,DTW,3645,Y,0,ERJ E70,POINT (-74.168701 40.692501),POINT (-83.35340118 42.21239853),1047063.7048533361
UA,5209,EWR,3494,FLL,3533,,0,738 320 73G 319 739,POINT (-74.168701 40.692501),POINT (-80.152702 26.072599),2069173.4317153401
UA,5209,EWR,3494,HNL,3728,,0,764,POINT (-74.168701 40.692501),POINT (-157.924228 21.32062),9662608.636097575
UA,5209,EWR,3494,IAD,3714,,0,DH4,POINT (-74.168701 40.692501),POINT (-77.455803 38.9445),445073.86361325183
UA,5209,EWR,3494,IAH,3550,,0,739 738 320 752 73G 753 319,POINT (-74.168701 40.692501),POINT (-95.34140015 29.9843998),2775421.3743468896
UA,5209,EWR,3494,IND,3585,Y,0,ERJ E70,POINT (-74.168701 40.692501),POINT (-86.294403 39.7173),1357290.7210450785
UA,5209,EWR,3494,LAS,3877,,0,739 753 320 738 752,POINT (-74.168701 40.692501),POINT (-115.151817 36.083361),4608998.120912313
UA,5209,EWR,3494,LAX,3484,,0,739 738 319 752 753,POINT (-74.168701 40.692501),POINT (-118.407997 33.942501),5014734.182094696
UA,5209,EWR,3494,MCI,3458,Y,0,ERJ E70,POINT (-74.168701 40.692501),POINT (-94.713898 39.2976),2296045.8228774373
UA,5209,EWR,3494,MCO,3878,,0,738 320 752 739 73G,POINT (-74.168701 40.692501),POINT (-81.30899811 28.42939949),1843979.3693715995
UA,5209,EWR,3494,MEM,3473,Y,0,ERJ,POINT (-74.168701 40.692501),POINT (-89.97669983 35.04240036),1931993.6918688072
UA,5209,EWR,3494,MIA,3576,,0,739 738 320 73G,POINT (-74.168701 40.692501),POINT (-80.29060364 25.79319954),2106862.125417111
UA,5209,EWR,3494,MSP,3858,Y,0,E70 ERJ,POINT (-74.168701 40.692501),POINT (-93.221802 44.882),2214248.6321958234
UA,5209,EWR,3494,MSY,3861,,0,319 320 738,POINT (-74.168701 40.692501),POINT (-90.25800323 29.99340057),2313505.275319836
UA,5209,EWR,3494,ORD,3830,,0,73G 320 738 752 319 739 763,POINT (-74.168701 40.692501),POINT (-87.9048 41.9786),1540939.122203012
UA,5209,EWR,3494,PDX,3720,,0,739 320,POINT (-74.168701 40.692501),POINT (-122.5979996 45.58869934),5442712.425313512
UA,5209,EWR,3494,PHX,3462,,0,739 320 319,POINT (-74.168701 40.692501),POINT (-112.005905 33.435302),4332322.567192493
UA,5209,EWR,3494,PIT,3570,Y,0,ERJ DH4 E70,POINT (-74.168701 40.692501),POINT (-80.23290253 40.49150085),675706.5982302441
UA,5209,EWR,3494,RDU,3626,Y,0,ERJ DH4 E70,POINT (-74.168701 40.692501),POINT (-78.787498 35.877602),855136.9436451147
UA,5209,EWR,3494,RSW,3793,,0,320 738 739,POINT (-74.168701 40.692501),POINT (-81.75520325 26.53619957),2080557.9984744098
UA,5209,EWR,3494,SAN,3731,,0,739 738,POINT (-74.168701 40.692501),POINT (-117.1900024 32.73360062),4915406.92868546
UA,5209,EWR,3494,SFO,3469,,0,739 319 738 752 73G,POINT (-74.168701 40.692501),POINT (-122.375 37.61899948),5384419.32374196
UA,5209,EWR,3494,STL,3678,Y,0,ERJ E70,POINT (-74.168701 40.692501),POINT (-90.370003 38.748697),1825334.5420973534
UA,5209,EWR,3494,TPA,3646,,0,739 73G 738 320 752,POINT (-74.168701 40.692501),POINT (-82.53320313 27.97550011),1956925.0924425877
UA,5209,FLL,3533,CLE,3486,,0,320 73G,POINT (-80.152702 26.072599),POINT (-81.84980011 41.4117012),2073806.1227189223
UA,5209,FLL,3533,DEN,3751,,0,320 738,POINT (-80.152702 26.072599),POINT (-104.6729965 39.86169815),3290609.9501840207
UA,5209,FLL,3533,EWR,3494,,0,739 320 738 73G 319,POINT (-80.152702 26.072599),POINT (-74.168701 40.692501),2069173.4317153401
UA,5209,FLL,3533,IAD,3714,,0,752,POINT (-80.152702 26.072599),POINT (-77.455803 38.9445),1731869.0084806397
UA,5209,FLL,3533,IAH,3550,,0,73G 738 739 319 320,POINT (-80.152702 26.072599),POINT (-95.34140015 29.9843998),1761337.654027135
UA,5209,FLL,3533,MCO,3878,Y,0,SF3,POINT (-80.152702 26.072599),POINT (-81.30899811 28.42939949),321991.7137536562
UA,5209,FLL,3533,ORD,3830,,0,752 739,POINT (-80.152702 26.072599),POINT (-87.9048 41.9786),2316442.2775787315
UA,5209,FLL,3533,SFO,3469,,0,738 752,POINT (-80.152702 26.072599),POINT (-122.375 37.61899948),4939115.370397059
UA,5209,FLL,3533,TPA,3646,Y,0,SF3,POINT (-80.152702 26.072599),POINT (-82.53320313 27.97550011),356056.86803066474
UA,5209,HNL,3728,DEN,3751,,0,752,POINT (-157.924228 21.32062),POINT (-104.6729965 39.86169815),6401224.473308785
UA,5209,HNL,3728,EWR,3494,,0,764,POINT (-157.924228 21.32062),POINT (-74.168701 40.692501),9662608.636097575
UA,5209,HNL,3728,IAD,3714,,0,764,POINT (-157.924228 21.32062),POINT (-77.455803 38.9445),9244196.805742076
UA,5209,HNL,3728,IAH,3550,,0,764,POINT (-157.924228 21.32062),POINT (-95.34140015 29.9843998),7048590.983524687
UA,5209,HNL,3728,LAX,3484,,0,738 753 777 739,POINT (-157.924228 21.32062),POINT (-118.407997 33.942501),4677779.99232403
UA,5209,HNL,3728,ORD,3830,,0,777,POINT (-157.924228 21.32062),POINT (-87.9048 41.9786),8258001.251286865
UA,5209,HNL,3728,SFO,3469,,0,764 777 738 753 739,POINT (-157.924228 21.32062),POINT (-122.375 37.61899948),4477934.994722012
UA,5209,IAD,3714,ATL,3682,Y,0,CR7 CRJ ERJ E70,POINT (-77.455803 38.9445),POINT (-84.428101 33.6367),1067981.2452126755
UA,5209,IAD,3714,AUS,3673,,0,319,POINT (-77.455803 38.9445),POINT (-97.662015 30.197535),2542283.661608603
UA,5209,IAD,3714,BNA,3690,Y,0,ERJ CRJ,POINT (-77.455803 38.9445),POINT (-86.67819977 36.12450027),1100344.356782123
UA,5209,IAD,3714,BOS,3448,,0,320 752 73G 739 738,POINT (-77.455803 38.9445),POINT (-71.005203 42.3643),876140.080292168
UA,5209,IAD,3714,CLE,3486,,0,DH4,POINT (-77.455803 38.9445),POINT (-81.84980011 41.4117012),607058.4684757086
UA,5209,IAD,3714,CLT,3876,Y,0,CR7 ERJ,POINT (-77.455803 38.9445),POINT (-80.94309998 35.2140007),649504.0822019973
UA,5209,IAD,3714,CVG,3488,Y,0,CRJ CR7 ERJ,POINT (-77.455803 38.9445),POINT (-84.667801 39.048801),802974.9334861086
